event-id,visible,timestamp,location-long,location-lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
24893420246,true,2019-03-30 18:01:00.000,-72.9447292,41.9783622,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420255,true,2019-03-30 19:00:00.000,-72.9445828,41.9783342,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420274,true,2019-03-30 20:01:00.000,-72.9438794,41.9808203,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420289,true,2019-03-30 21:01:00.000,-72.9438992,41.9811011,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420300,true,2019-03-30 22:00:00.000,-72.9436886,41.9811983,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420321,true,2019-03-30 23:01:00.000,-72.9437544,41.9813611,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420337,true,2019-03-31 00:01:00.000,-72.9437764,41.981245,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420347,true,2019-03-31 01:01:00.000,-72.9437717,41.9812628,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420358,true,2019-03-31 02:01:00.000,-72.9438331,41.9812553,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420372,true,2019-03-31 03:01:00.000,-72.9435433,41.9810444,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420387,true,2019-03-31 04:01:00.000,-72.9436808,41.98123,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420403,true,2019-03-31 06:01:00.000,-72.943675,41.9811778,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420440,true,2019-03-31 09:02:00.000,-72.9436744,41.9811533,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420442,true,2019-03-31 10:00:00.000,-72.9438436,41.9811356,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420460,true,2019-03-31 11:01:00.000,-72.9437228,41.9813381,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420474,true,2019-03-31 12:01:00.000,-72.9437314,41.9812428,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420482,true,2019-03-31 13:00:00.000,-72.9438739,41.9812597,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420499,true,2019-03-31 14:01:00.000,-72.9437969,41.9812222,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420509,true,2019-03-31 15:00:00.000,-72.9438364,41.9812097,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420524,true,2019-03-31 16:00:00.000,-72.9437069,41.9811803,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420549,true,2019-03-31 17:02:00.000,-72.9433431,41.9811419,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420559,true,2019-03-31 18:01:00.000,-72.9437808,41.9812758,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420571,true,2019-03-31 19:01:00.000,-72.9436967,41.9812108,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420583,true,2019-03-31 20:01:00.000,-72.94373,41.9812575,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420606,true,2019-03-31 21:01:00.000,-72.9437619,41.9812356,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420611,true,2019-03-31 22:00:00.000,-72.9437169,41.9812089,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420636,true,2019-03-31 23:02:00.000,-72.9460839,41.9786678,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420668,true,2019-04-01 02:01:00.000,-72.9445178,41.9825039,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420682,true,2019-04-01 03:01:00.000,-72.944775,41.9822017,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420695,true,2019-04-01 04:01:00.000,-72.9448383,41.9823347,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420704,true,2019-04-01 05:00:00.000,-72.9447853,41.9822278,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420714,true,2019-04-01 06:01:00.000,-72.9448281,41.9824625,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420726,true,2019-04-01 07:01:00.000,-72.9449183,41.9823511,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420755,true,2019-04-01 10:01:00.000,-72.9448317,41.9822647,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420770,true,2019-04-01 11:01:00.000,-72.944855,41.9822947,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420781,true,2019-04-01 12:01:00.000,-72.9498242,41.9846347,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420798,true,2019-04-01 13:01:00.000,-72.9520386,41.98199,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420808,true,2019-04-01 14:01:00.000,-72.9521158,41.9820433,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420818,true,2019-04-01 15:01:00.000,-72.9514297,41.9815406,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420833,true,2019-04-01 16:01:00.000,-72.9516786,41.9817528,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420847,true,2019-04-01 17:01:00.000,-72.9516706,41.9817133,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420862,true,2019-04-01 18:01:00.000,-72.9515386,41.9816311,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420872,true,2019-04-01 19:01:00.000,-72.9516367,41.9814567,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420887,true,2019-04-01 20:01:00.000,-72.9517144,41.9816628,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420898,true,2019-04-01 21:00:00.000,-72.9516458,41.9816022,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420965,true,2019-04-02 02:00:00.000,-72.9512489,41.9705919,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420982,true,2019-04-02 03:00:00.000,-72.951425,41.9702722,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893420998,true,2019-04-02 04:00:00.000,-72.9514208,41.9703353,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421014,true,2019-04-02 05:01:00.000,-72.9511103,41.9705203,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421025,true,2019-04-02 06:01:00.000,-72.9512831,41.9701989,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421033,true,2019-04-02 07:00:00.000,-72.9514506,41.9702944,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421048,true,2019-04-02 08:01:00.000,-72.9514392,41.9701542,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421057,true,2019-04-02 09:00:00.000,-72.9513453,41.9702047,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421077,true,2019-04-02 10:01:00.000,-72.9513547,41.9702883,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421094,true,2019-04-02 11:01:00.000,-72.9514561,41.9701833,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421112,true,2019-04-02 12:01:00.000,-72.9514581,41.9701944,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421126,true,2019-04-02 13:01:00.000,-72.9513272,41.9703206,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421135,true,2019-04-02 14:00:00.000,-72.9512761,41.9702756,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421150,true,2019-04-02 15:00:00.000,-72.9489306,41.9697231,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421165,true,2019-04-02 16:01:00.000,-72.9480592,41.9698703,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421179,true,2019-04-02 17:00:00.000,-72.9481972,41.9696617,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421191,true,2019-04-02 18:00:00.000,-72.9465803,41.9696247,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421205,true,2019-04-02 19:00:00.000,-72.9464122,41.9693211,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421224,true,2019-04-02 20:01:00.000,-72.9465164,41.9693653,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421234,true,2019-04-02 21:00:00.000,-72.9466083,41.9693022,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421249,true,2019-04-02 22:00:00.000,-72.94644,41.9693642,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421264,true,2019-04-02 23:00:00.000,-72.9465147,41.9694286,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421284,true,2019-04-03 00:01:00.000,-72.9464517,41.9693383,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421296,true,2019-04-03 01:01:00.000,-72.9463944,41.9698922,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421310,true,2019-04-03 02:01:00.000,-72.9465131,41.9693294,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421322,true,2019-04-03 03:00:00.000,-72.9465872,41.9693144,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421336,true,2019-04-03 04:00:00.000,-72.9465447,41.9692536,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421350,true,2019-04-03 05:01:00.000,-72.9464267,41.9696167,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421366,true,2019-04-03 06:01:00.000,-72.9464689,41.9693767,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421373,true,2019-04-03 07:00:00.000,-72.9465589,41.96928,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421386,true,2019-04-03 08:00:00.000,-72.9464158,41.9693786,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421403,true,2019-04-03 09:01:00.000,-72.9463308,41.9693792,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421415,true,2019-04-03 10:01:00.000,-72.94634,41.9693206,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421426,true,2019-04-03 11:00:00.000,-72.9465408,41.9694814,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421443,true,2019-04-03 12:00:00.000,-72.9465011,41.9694,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421457,true,2019-04-03 13:00:00.000,-72.9464089,41.9692456,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421479,true,2019-04-03 14:01:00.000,-72.9465436,41.9693597,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421494,true,2019-04-03 15:01:00.000,-72.9460675,41.9696064,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421505,true,2019-04-03 16:01:00.000,-72.9457086,41.9696564,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421547,true,2019-04-03 19:01:00.000,-72.9457836,41.9699478,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421554,true,2019-04-03 20:00:00.000,-72.9457664,41.9697569,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421579,true,2019-04-03 21:01:00.000,-72.9457636,41.9697217,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421593,true,2019-04-03 22:01:00.000,-72.9457169,41.9697447,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421606,true,2019-04-03 23:01:00.000,-72.9457419,41.9697531,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421645,true,2019-04-04 01:02:00.000,-72.9463097,41.9698694,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421648,true,2019-04-04 02:01:00.000,-72.9455675,41.9706094,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421666,true,2019-04-04 03:01:00.000,-72.9458172,41.9697181,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421671,true,2019-04-04 04:00:00.000,-72.9457053,41.9695433,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421701,true,2019-04-04 06:01:00.000,-72.9457589,41.9697003,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421714,true,2019-04-04 07:01:00.000,-72.9457714,41.9697722,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421722,true,2019-04-04 08:00:00.000,-72.94569,41.9699814,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421736,true,2019-04-04 09:01:00.000,-72.9457256,41.9697303,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421749,true,2019-04-04 10:01:00.000,-72.9457239,41.9697506,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421764,true,2019-04-04 11:01:00.000,-72.9457464,41.9697072,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421779,true,2019-04-04 12:01:00.000,-72.9457014,41.9697489,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421810,true,2019-04-04 14:01:00.000,-72.9458072,41.9696275,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421833,true,2019-04-04 15:02:00.000,-72.9405461,41.96788,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421837,true,2019-04-04 16:01:00.000,-72.9334369,41.9695969,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421849,true,2019-04-04 17:01:00.000,-72.9335692,41.9696392,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421862,true,2019-04-04 18:00:00.000,-72.9335264,41.9697647,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421880,true,2019-04-04 19:01:00.000,-72.9336258,41.9697503,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421893,true,2019-04-04 20:01:00.000,-72.9335503,41.9696353,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421907,true,2019-04-04 21:00:00.000,-72.9335919,41.9696828,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421923,true,2019-04-04 22:00:00.000,-72.9329464,41.9696975,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421940,true,2019-04-04 23:00:00.000,-72.9332044,41.9699103,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421956,true,2019-04-05 00:01:00.000,-72.9331267,41.9699011,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421971,true,2019-04-05 01:01:00.000,-72.9332689,41.9699097,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421984,true,2019-04-05 02:00:00.000,-72.9332603,41.9695508,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893421997,true,2019-04-05 03:00:00.000,-72.9331617,41.9699092,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422016,true,2019-04-05 04:01:00.000,-72.9331494,41.9699144,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422024,true,2019-04-05 05:00:00.000,-72.9329122,41.9702367,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422035,true,2019-04-05 06:01:00.000,-72.9331989,41.9699672,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422043,true,2019-04-05 07:00:00.000,-72.9330761,41.9699367,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422057,true,2019-04-05 08:01:00.000,-72.9332375,41.9698178,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422072,true,2019-04-05 09:01:00.000,-72.9331561,41.9699133,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422078,true,2019-04-05 10:00:00.000,-72.9333258,41.9698806,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422090,true,2019-04-05 11:00:00.000,-72.9331681,41.9699736,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422102,true,2019-04-05 12:00:00.000,-72.9331958,41.9698797,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422123,true,2019-04-05 13:01:00.000,-72.9332944,41.9698175,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422132,true,2019-04-05 14:00:00.000,-72.9332036,41.9700167,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422147,true,2019-04-05 15:00:00.000,-72.9323381,41.9698878,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422171,true,2019-04-05 16:01:00.000,-72.9313894,41.9711292,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422183,true,2019-04-05 17:01:00.000,-72.9308333,41.9708792,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422200,true,2019-04-05 18:01:00.000,-72.9309867,41.9710392,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422215,true,2019-04-05 19:01:00.000,-72.9306081,41.9713931,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422229,true,2019-04-05 20:01:00.000,-72.9304436,41.9714072,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422237,true,2019-04-05 21:00:00.000,-72.9303922,41.9714561,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422253,true,2019-04-05 22:00:00.000,-72.9302903,41.9713994,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422270,true,2019-04-05 23:00:00.000,-72.9304881,41.9712672,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422287,true,2019-04-06 00:01:00.000,-72.9303725,41.9715853,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422297,true,2019-04-06 01:01:00.000,-72.9304739,41.9715422,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422307,true,2019-04-06 02:00:00.000,-72.9303528,41.9715522,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422322,true,2019-04-06 03:00:00.000,-72.9303947,41.9715294,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422340,true,2019-04-06 04:01:00.000,-72.9305131,41.9714311,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422353,true,2019-04-06 05:01:00.000,-72.9303267,41.9713064,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422367,true,2019-04-06 06:01:00.000,-72.9304564,41.9716194,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422379,true,2019-04-06 07:01:00.000,-72.9303764,41.9714686,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422406,true,2019-04-06 09:01:00.000,-72.9303842,41.9716019,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422420,true,2019-04-06 10:01:00.000,-72.9303853,41.9713619,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422451,true,2019-04-06 12:01:00.000,-72.9301869,41.9717142,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422457,true,2019-04-06 13:00:00.000,-72.9301936,41.9716119,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422478,true,2019-04-06 14:01:00.000,-72.9304442,41.9713831,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422488,true,2019-04-06 15:00:00.000,-72.9303628,41.9716744,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422508,true,2019-04-06 16:01:00.000,-72.9304536,41.9711711,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422518,true,2019-04-06 17:00:00.000,-72.9303525,41.9713903,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422536,true,2019-04-06 18:01:00.000,-72.9303442,41.9713372,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422548,true,2019-04-06 19:01:00.000,-72.9303744,41.9714033,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422564,true,2019-04-06 20:01:00.000,-72.9304289,41.9712378,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422569,true,2019-04-06 21:00:00.000,-72.9304819,41.9713128,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422585,true,2019-04-06 22:00:00.000,-72.9286031,41.9696092,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422591,true,2019-04-07 00:00:00.000,-72.9302169,41.9711694,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422598,true,2019-04-07 01:00:00.000,-72.930435,41.9710839,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422610,true,2019-04-07 02:00:00.000,-72.93055,41.9709447,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422630,true,2019-04-07 03:01:00.000,-72.9302647,41.9709422,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422663,true,2019-04-07 06:01:00.000,-72.93036,41.9710508,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422679,true,2019-04-07 08:01:00.000,-72.9305081,41.9716608,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422693,true,2019-04-07 10:01:00.000,-72.9304272,41.9710922,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422707,true,2019-04-07 11:01:00.000,-72.9304908,41.9709539,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422722,true,2019-04-07 12:01:00.000,-72.9303203,41.9710381,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422730,true,2019-04-07 13:00:00.000,-72.9306456,41.9711581,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422751,true,2019-04-07 14:01:00.000,-72.9304289,41.9709931,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422770,true,2019-04-07 15:01:00.000,-72.9301914,41.9707414,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
24893422778,true,2019-04-07 16:01:00.000,-72.9300419,41.9683217,"gps","Ursus americanus","0_3","0_3","American black bear movement ecology in Connecticut"
